"","SettlementPoint","month(Date)","year(Date)","AveragePrice"
"541","LZ_RAYBN",4,2016,18.8553611111111
"542","LZ_RAYBN",4,2017,22.2134305555556
"543","LZ_RAYBN",4,2018,27.198875
"544","LZ_RAYBN",4,2019,24.9983055555556
"545","LZ_RAYBN",5,2016,18.3209946236559
"546","LZ_RAYBN",5,2017,24.0013306451613
"547","LZ_RAYBN",5,2018,40.95125
"548","LZ_RAYBN",5,2019,24.7881586021505
"549","LZ_RAYBN",6,2016,23.3159444444444
"550","LZ_RAYBN",6,2017,26.1250416666667
"551","LZ_RAYBN",6,2018,31.9455833333333
"552","LZ_RAYBN",6,2019,25.4585138888889
"553","LZ_RAYBN",7,2016,27.4710752688172
"554","LZ_RAYBN",7,2017,30.760497311828
"555","LZ_RAYBN",7,2018,84.9019086021505
"556","LZ_RAYBN",7,2019,30.0297177419355
"557","LZ_RAYBN",8,2016,30.1497580645161
